nutshell for sure... though a few Mad Season tunes where close!!	"Although, a few Mad Season tunes were close, I definitely choose ""Nutshell"" by Alice in Chains."
i like chicken wings but not eggs so im going with the chicken	I like chicken wings, but not chicken eggs. So, I am going with the chicken.
I went to Best Buy today and I never have seen so many DVD'S of just t.v.	Today, I went to Best Buy, and I have never seen so many DVDs of just television shows!
No doubt Kevin Costner, don't you forget the Waterworld?	"Undoubtedly Kevin Costner, or did you forget ""Waterworld?"""
Have still not dug it up.	I still haven't dug it up.
you aren't dumb!, you have just a lack of knowledge.	You aren't dumb; you just don't have a lot of knowledge.
Both -It's my fantasy and I can do what ever I want!!	It's my fantasy, and I may do whatever I like.
Not as a kid, but as an adult I cry each time I see it.	As an adult I cry each time I see it, never as a child.
She was the best one hands down.	She was the best by far.
depends....usully they are about ur personailty but not wat ur gonna do iwith ur life.	It's usually regarding your personality, not your life in the future.
I love Tyra, she has a great show, but Oprah is just great!	Tyra has a great show but Oprah is even greater
Thats a very good question though!!!	That is a very good question.
Well most of No Doubt's old stuff is considered Ska <3	Most of No Doubts early material would fit into the genre of ska.
god created the chicken and it laid an egg   duh	God created a chicken and the chicken laid an egg.
that wrestling C*ap is still on air lol ?	Is wrestling still on the air?
all in all... i think jessica simpson is the uber-bimbo.	All in all, I think Jessica Simpson is extremely unintelligent.
(My girlfriend tried this on me last year.	My girlfriend tried this on me last year.
I know some people don't like them but still.	I know some people do not like them.
its keeping me up at nite, i have to know what it is	I have to know what it is, because it is keeping me up at night.
guess it's beyonce knowles j-lo ain't got brain.	I suppose it is Beyonce Knowles because J-Lo does not have a brain.
Quit chewing the fat, I'm cookin??	Quit the friendly small talk because I am cooking?
don't use it to live by.	Do not live by it.
Real friends don't let drunk friends have sex with zombies!	True friends do not let drunk friends fornicate with mindless people.
I would also like to spank his cute little bottom to ~ hes TOOOO cute!	I would also like to spank his small bottom because he is too cute!
chill out sweetie everything will be just fine eventually	Calm down, Sweetie. Everything will be fine, eventually.
!, so we'll have to just put up with it!!!	So, we will have to put up with it.
Simple: Less people like TabooBuster and Osama!	It is simple. Less people like TabooBuster and Osama.
try calling one of your radio stations or go to the web site ask jeeves	You should try to call a local radio station, or go to the website AskJeeves.com.
on ebay you can find anything on ebay!	You can find most anything on eBay.
can anyone give me this info?	Can anyone provide me with this information?
I flippin' LOVE that movie, sweeeet!	I truly enjoy that film.
It's one of the funniest cartoons!	It is one of the funniest cartoons.
It appears to be a Dylan song , but I don't know which one	The song seems to be performed by Dylan but I still cannot pin-point which song it is.
yeah i think he might be gay to	I agree, I think that he may be homosexual as well.
silly,  so that you always need more of one or the other.	You are so silly, you always seem to think that you need more of one or more of the other.
I don't know about greatest ever, there's a lot.	"I do not know if I would classify any as ""Greatest ever"" but there are a lot."
yea, um, this is a korean singer, who is really good.	Yes, this is a really good Korean singer.
The Omen  Jaws  The Exorcist  Carrie  Scream  If you know a movie that is scarier, mention it too	"Please mention if you know of a movie that is scarier than; ""The Omen,"" Jaws,"" ""The Exorcist,"" ""Carrie,"" and ""Scream""."
how could anyone hate tom cruise.	How can anyone hate Tom Cruise?
IT weight is 1, it's a trick question!!	It is a trick question, it weighs one.
they all sux.. Panget rock band rule!	They're all terrible. Panget Rock is the best.
Especially when she wuz makin fun of Jessica Simpson washing dat car!	Especially when she was laughing at Jessica Simpson.
Not close to a PSP, but close enough.	It's not similar to a Playstation Portable, but close enough.
I don't know what the hell that has to do with whos better looking but OKAY !	I don't understand what that has to do with who's better looking?
Journey, PINK FLOYD, The POLICE, The EAGLES & RUSH... omg!	Journey, Pink Floyd, The Police, The Eagles, and Rush - oh my!
also most you can charge your ipod while listening.	Also, you can mostly charge your iPod while listening.
hope no one is offended: blonde joke.	I hope no one is offended by a blonde joke.
if so what do they do to you?	If so, what do they do to you?
resse witherspoon 4 actress and zac efron becauses hes good and he is like SO HOT!!!!!!!!!	I choose Reese Witherspoon for an actress and I choose Zac Efron due to his quality acting ability and extreme physical attractiveness.
i say omarion.he has the hair clothes and body,a triple deal on one person.	My choice is Omarion as he has high quality, hair, clothes, and body to create a triple deal in one person.
Yo mama's so stupid, she put a ruler on her pillow to see how long she slept.	Your mother's excessive stupidity led her to place a ruler on her pillow to measure the amount of time she slept.
big deal, so the movie industry recg.gay's out there...	This is not a significant observation as the movie industry Recg.Gay's is in operation.
Check out 9&1/2 weeks, when Mickey Rourke was HOT!!	"Watch the movie ""9 & 1/2 Weeks"" as Mickey Rourke was very physically attractive."
Not sure what's gonna happen, sure it will be good and OH YEAH!!!!!!!	I am not sure what is going to happen but I am sure it will be good.
So she could have did he voice of Mother Bates.	So she could have done the voice of Mother Bates.
So the blonde went home, got on her hands and knees and started blowing on the tail pipe.	So the woman went home, got on her hands and knees and started blowing.
Does Wayne Brady gotta choke a bi*ch?	Does Wayne Brady have to choke a woman.
Depends on your taste in music and what you really like.	It depends on your taste in music and what you really like.
I love the City Sleeps song, and If I Only Had A Brain They're FREAKIN' GREAT!!	"I love the songs ""The City Sleeps"" and ""If I Only Had A Brain""."
pick something more original next time.	Next time, try to select something more original.
I dream of jeanie of course!	"I love ""I Dream of Jeannie""."
So no i don't listen to her any more.	No, I don't listen to her any more.
I'd love to spend a summer with him on Brokeback Mountain!	I would love to spend a summer with him on Brokeback Mountain!
why oh why do you have to ask?	Why do you have to ask?
its tom cruise, what do you expect....	It is Tom Cruise, what do you expect?
they have some cords that you can buy.	There are cords available for you to buy.
i like journey's open arms... but i like mariah carey's version of that song better.	"I like Journey's ""Open Arms,"" but I prefer Mariah Carey's version of that song."
I almost forgot --- The BOSS!	"I almost forgot ""The Boss""!"
ask a better question next time	You should formulate a more relevant query next time.
I am going to the HERSHEY factory tomorrow (I am so EXCITED!!!	I am extremely excited to visit the Hershey factory tomorrow.
Do You Guys know ANY OTHER SONG THEY HAVE?!	Do you know another song of theirs?
Mine, well I actually have like a few favorites!	Mine, well I really have a few favorites!
definently, but if you get enough points you can ask more.	Yes, but if you earn enough points you can request more.
and just overall the movie was super wordy.	The movie was very wordy, overall.
It doesn't make sense... wait oooh I get it, still not funny.	It does not make any sense..now I get it, but it is still not funny.
yes, and are you a lezbo?	Yes, and are you a lesbian?
i wishh poeple would look at more than zodiac signs	I wish that people would pay attention to more than zodiac signs.
And at a school talent show she won first and kevin lost....boo whoo.	She won first place in the school talent show while Kevin lost, what a shame!
i think most american rap effin' sucks anyway.	I do not like American Rap.
She is so talented, if she didn't win, I'd be really disappointed!	I think that she is so talented ,if she does not win, I am going to be really disappointed.
what kinda person are you to even ask that ridiculous (er...spell check that...) question?	What sort of person are you, to even ask that ridiculous question?
my favorite character is jess, he is so cute	My favorite character is Jess, I think he is cute.
And you can't rely on rumors.	You cannot rely on the authenticity of rumors.
DO NOT PUT ANY REALITY TV ON YOUR SHOW!	Do not feature reality television on your show.
the show got a little freaky.	The show got a little crazy.
well yes even i am bored here right now	I am bored right now.
Well Id probably pee myself first, then Id get the hell outta there!	I guess I would pee myself; then, get out of there.
I'm going to have to go with New Kids on the Block	I am going to have to pick New Kids on the Block.
I spent my money, enjoyed myself and didn't loose more than I could afford - I won....	I spent my money, enjoyed myseld, and did not lose more than I could afford.
I want a gentleman, but with a manly edge.	I want a manly, gentleman.
then you can get all or most of you money back.	You can get all or most of your money back.
Cheesy I know...but I love this joke.	This is cheesy but I love this joke.
I think so, my turtle always does, he's healthy.	I think so, my healthy turtle always does.
i m lookin for the technical specification plzz!	I am looking for the technical specification, please.
Wow, I am very dumb in my observation skills......	My observation skills are not very good
She is good physically, but i dunno her inside... never heard or seen about her inner beauty...	She looks good, but I do know if her inner beauty is good.
Yo mama's so stupid, she tried to drown a fish.	Your mother is so stupid, she tried to drown a fish.
*GAG* *GAG* can I get some medication please?	Can I get some medication please?
la vie boheme and take me or leave me.	La Vie Boheme and Take me or Leave me.
she asked, hey, how do you get to the other side?	She asked, hey how do you get to the other side?
best of luck <3 kate :-)	I wish you the best of luck, Kate.
I can't remember when I last turned on my TV.	I cannot recall the last time I turned on my television.
the kid was only maybe 6-7yo!!	The kid was perhaps six or seven years old.
me, but if I see one more question about them on here, I'm going to go crazy!!!!!!	Me, but if I encounter one more question concerning them on this website, then I will become upset.
but then did he want of his own death?...He did say Please????!!!!	But did he want his own death? Did he plead?
nicole kidman is prettier & more sophisticated than katie, & has way more versatility as an actress.	Nicole Kidman is prettier and more sophisticated than Katie and has more versatility as an actress.
I love acting and my friend saids im am so good at it.	I love acting. My best friend says I am good at it.
explain 2 ur parents that u really want 2 act !!!	Explain to your parents that you want to act.
id run away but first id kick them in the face	I would kick them in the face and then I would run away.
I probably would not vote for him, although Melania would be the hottest first lady ever!	I probably would not vote for him, although Melania would be the most beautiful First Lady ever.
No she was sent home tonight	No, she was sent home tonight.
Yes :) Who wouldn't want to marry sexy Keith Urban!	Of course; Keith Urban is very sexy, who would not want to marry him?
Probably now its done for dramatic effest.	Perhaps, though now it is done for a dramatic effect.
fidy cent he is fine and musclar	50 Cent is fine and muscular.
I stopped liking rap because it's too many people!	I stopped liking rap because it contains too many people.
a fart that makes your eyes water	Flatulence makes your eyes water.
most of the times it's true	Most of the time, it is true.
Sarah, but he did not actually propose.	Sarah; however, he did no actually propose.
people just basically beat on each other and scream and stuff.	People often come into conflict with each other both physically and verbally.
a chick from my church lauren h.	A woman from my church named Lauren H.
If it was the Teenage Mutant Ninja Turtles, then I'd join them!	"If it was the ""Teenage Mutant Ninja Turtles"", then I would join them."
I'm not always rock & screamo & stuff.	I am not always into rock, screaming, and the like.
People are just retarded and want him money.	People are dumb and want him for his money.
but I'm not gonna die trying...	However, I am not going to overexert myself in the effort.
call up disney and find out if there are any available.	Contact Disney and find out if there are any available.
darn, i don't feel special anymore...	Sadly, I no longer feel our unique connection.
i will call u to help me.	I will call you for assistance.
no but i cried when simba's dad died (lion king)...that was before the mood stabilizer prescription came about lol	However, I cried when Simba's father died in the movie The Lion King, possibly because I was not taking mood stabilizing prescription drugs at the time.
youtube.com has alot of funny ads from the present also	Youtube has a lot of funny ads from the present too.
Here's me trying to sound out how it goes.	It's me trying to sound out how it goes.
why isn't a hemmoroid called an asteroid??	Why isn't a hemorrhoid called an asteroid?
Yo mama so stupid she put out the cigarette butt that was heating your house.	Your mama is so stupid she put out the cigarette butt that was heating your house.
If they do come back (i hope not) GOOD LUCK!	If they do come back, I hope not. Good Luck
my friend said if you learn the most simple 4 notes, you can play the whole song.	My friend said that if you learn the simplest four notes, you will be able to play the entire song.
If he is someone you like to be around I say GO FOR IT!	Ask him out if you like him.
I really do not have one favourite movie.	I do not have one favorite movie.
I want to keep the baby, but I am afriad he will be a freak.. any suggestions?	I am uncertain if I want to keep the baby or not. What are your thoughts?
yeah they were twins.. played pretty well.. i believe one was called heather and the other was heidi.	I believe their names were Heather and Heidi. They were great athletes.
Plus, really hot for an older man.	He is handsome for an older man.
im chuck norris...my name says it all	My name is Chuck Norris.
if my pet bird gets too flappy, my pet kitty cat might eaty	My cat may eat my bird if it flaps its wings.
''she's like the wind'',from dirty dancing.	"""She is like the wind"" is from the movie Dirty Dancing."
hope this isnt a trick question , but im thinking TWO	I hope this is not a trick question, but I am thinking two.
I guess he's a good enough looking guy (his wife is a GODDESS)!	I guess he is a good enough looking guy, his wife is a goddess though!
I love that show and I keep watching the reruns	I am very fond of the show and continue to watch the re-runs.
The cop says, It has your picture on it.	The police officer states your picture is on it.
charlie & the choclate facotory was cool heres the link for the movies that he was in	"""Charlie & the Chocolate Factory"" was very entertaining and I have provided a link to more movies featuring the actor."
hell no your idiodic for asking.	Absolutely not and I feel you are an idiot in posing the question.
only you, if you met those people on the way dosent mean you take them all with you!!!!!!	Meeting people along the way does not mean they stay with you, therefore, it is you alone.
What if a dead person escape from cemetery?	What if a dead person escaped from a cemetery?
just enter a ton of talent shows.	Enter many talent shows.
my son loves it and i think its pretty cute too.	My son loves it and I also think it is endearing.
SO GIVE ME YOUR FUNNY DREAMS PEOPLE!	Tell me about your funny dreams, everyone.
How dare he call her kids - orphans.	"How does he have the nerve to call her children ""orphans""?"
coz there have been hints in many of the stories abt archie marrying betty.	There have been many hints of the stories about Archie marrying Betty.
It's like, equally offensive to everyone!	It is equally offensive to everyone.
im going to see them in may and i cant freakin wait!!!!!!!!!	I am going to see them in May and I can not wait.
sounds weird but try the Goodwill store they have tons of fancy stuff people dont want anymore	I know it sounds weird, but try the Goodwill store.  They have tons of fancy goods that people don't want anymore.
Dress her up as a Choirboy ...	Dress her up to look like a Choirboy.
The only reason I watch it now is because Tom Welling is sooo HOT!!!	I watch the show because I think that Tom Welling is so attractive!
my fav book is naruto books!	My favorite books are Naruto books.
Yo mama so stupid she put lipstick on her forehead, talking about she was trying to makeup her mind.	Your mother is so stupid. she put lipstick on her forehead and said that she was trying to makeup her mind!
my husband got me hooked on it but i haven't watched much of it this season.	My husband got me interested, but I haven't watched very much of this season.
mmmmmmmmmmmm.... yeah kinda i guess not really ive seen better	Yes, I suppose. No, I have seen better.
Cry me a river Don't know who origanly sang it.....	I am sure you are upset. I don't know who originally sang it.
Maybe I'm just stupid but I didn't get it.	Perhaps I am ignorant, but I did not get it.
when I was 9 I got Milli Vanilli for birthday	When I was nine, I received Milli Vanilli for my birthday.
Did you ever hear of a kleenix?	Have you ever heard of Kleenex?
I know i know u seen funnier but it still makes me laff :)	I know that you'll say you've seen funnier, but it still makes me laugh.
i was once told that i looked like timothy hutton, but i was young then.	I was once told that I resembled Timothy Hutton, but I was young then.
to me it's very confusing and more like a mini movie.	To me, it is extremely confusing and more like a miniature film.
first don't tell anyone you know you will never live it down.	Never tell anyone you know - otherwise, you will never live it down!
if he's so bad a veggie that even eating animal crackers seems a crime, we cant help it.	There's nothing we can do if he's such a strict vegan that he can't even consume animal crackers.
Jennifer Hudson - I Have Nothing	"I like the Jennifer Song called ""I Have Nothing""."
5'9... And if this is true, her twins will become giants!	"If it's true that she's 5'9"", her twin children will be giants!"
my grandma kicks ass with her cane.	My grandmother is very severe with her cane.
i would choose gilmore girls because they are so sarcastic	I chose the Gilmore Girls because I think they are sarcastic.
haha, I think it turns red when he's angry and yellow when it's cold!	I believe that it turns red when he is angry and yellow when he is cold.
Vince Vaughn he is fucking Hilarius and also pretty good looking	Vince Vaughn is hilarious and attractive.
Yo mama's so stupid, when they said they were playing craps she went and got toilet paper.	Your mother is so unintelligent that when they mentioned playing Craps, she retrieved the toilet paper.
well... if it's really you in the photo, then 15 shots of 151 i guess, straight!	If that photo is of you, I think 15 shots of 151.
yep they are all right.. good song hey.	Yes, they are all right - a good song, correct?
becuase in one of her songs she talks about saying no to sex pressure from her boyfriend	"Because in one of her songs, she discusses saying ""no"" to sexual pressure from her boyfriend."
i have three: gjkcenvb, typlmkeg, and jhdenbds	I have three: gjkcenvb, typlmkeg, and jhdenbds.
And b4 it was no egg so... CHICKEN!	Before it was not an egg so Chicken!
for modern music Paranoid Android - Radiohead	For modern music Paranoid Android by Radiohead.
you so need to rent the swetest thing!!!!	You so need to rent the sweetest thing!
im hopin that either a sith or scorpion will come out and i can fight them!	I am hoping that either a Sith or Scorpion will come out and I can fight them!
I think she did for the frame, IDK	I am not sure, but I think she did it for the fame.
well, i would say brad pitt, if he hadn't broken up with jennifer aniston.	I would be inclined to say Brad Pitt, if he had not broken-up with Jennifer Aniston.
she could tick or treat over the phone	She could trick-or-treat over the telephone.
nothing a little kryptonite wouldn't fix	It is nothing that a little kryptonite would not fix.
I think she is going to leave his ass.	I think she is going to break up with him.
Kellie, Katharine, Chris, and Ace for sure!	Definitely Kellie, Katharine, Chris, and Ace.
the mask :) i saw it over 100 times and i still laugh a lot.	"""The Mask."" I have seen it more than one hundred times and it still amuses me."
Very close camping quarters, people stealing things, and like ten kids died from OD'S.	Very close camping quarters, theft was common, and about ten children died from overdosing.
zero--- but free airfare,hotel,and meal/daytime expenses paid	None, but free airfare, hotel, and paid meal/daytime expenses.
kazza or limewire and i think eztrackz	Use Kazza or Limewire, and also Eztrackz.
Someone in between...best of both worlds!!	I'm somewhere in between, it is the best of both worlds.
all are good movies u cant rate them	You can not rate them because they are all good movies.
burn them as audio CD's ... that makes them .cda  Some players still don't play CDR's though.	If you burn them as audio CD's it will make them a .cda; Some players still will not play CDRs however.
Oh, I don't agree with you.	I do not agree with you.
Said, If you're gonna play the game, boy, ya gotta learn to play it right.	"He said, ""If your are going to play the game, boy, you have to learn to play it correctly""."
If you have to ask though, the answer is no!	If you must ask, then the answer is no.
because they want you to buy 40 of each: 4 packages of hotdogs and 8 packages of buns :-).	Because they want you to buy 40 of each: four packages of hot dogs and eight packages of buns.
not everyone hates him but i don't really like him that much	Not everyone hates him, but I do not like him very much.
Plus she is a cray ****.	Also, she is a mentally unstable woman.
It goes.. 1.Chris Brown 2.Bow Wow 3.Omarion	The order is: 1) Chris Brown, 2) Bow Wow, and 3) Omarion.
well my opinion would to be to make one yourself.	In my opinion, you should make one yourself.
I don't really want answers with.. oh thats sweet just follow your dreams ors omething you know	"I do not really want answers that say ""Oh, that is sweet, just follow your dreams"" or something similar; Do you understand what I mean?"
I am looking for aladdin's cartoon tv series on dvd......where can i get it?	"Where would I be able to find the ""Aladdin"" cartoon series available on DVD?"
well if one brick is 1.5 lbs and you have 1.5 bricks then the answer would be 2.25lbs	If one brick weighs one and a half pounds and you have one and a half bricks, then the answer would be two and a quarter pounds.
that all depends on what types of sites you like	That depends entirely on what type of websites you enjoy.
These animation studios sure like to orphan or partially orphan the kids!	These animation studios often write plots in which the characters are orphaned.
Because he takes it for granted that people need proper humour!	He assumes that people need good comedy.
I LOVE  HIP-HOP,RAP,ROCK & POP BUT MY FAV MUSIC IS R&B	I enjoy hip-hop, rap, rock 'n roll, and popular music, but my favorite genre of music is R&B.
yes , bcuz he is chan.	Yes, because he is Chan.
I do and I am way over 17.	I do,and I am way over seventeen
Great voice, and, er, easy on the eye.	Great voice, and easy on the eye.
who could come up with so many V words?	Who could come up with so many V words?
my sis looks like karishma kapoor, a very famous hindi movie star.	My sister resembles Karishma Kapoor, an extremely well-known Hindi film celebrity.
And, of course, the comic strips were and always will be awesome!	Also, undoubtedly, the comic strips were and shall continue to be awe-inspiring!
THis is one way to keep it out of your system....  Dont be stupid and use it!	This is one method for preventing it from entering your system. Refrain from stupidity and utilize it!
lol...what ever makes you feel good...lol	Anything that inspires positive feelings.
A minute or so later (I c	A moment, more or less, from then.
The egg is frowning and looks a bit pissed off.	The egg is frowning and it looks a bit pissed off.
c'mon  he can't even wipe his own butt but can speak intelligently?????	He can't even wipe his own butt but he can speak intelligently?
Alan moore is whining that it isn't	Alan Moore is whining that it's not.
i love the guitar player and how they can play in solos.	I love the guitar player and when they play solos.
Did you REALLY pay money to see that?	Did you really pay money to see that?
you better love them cause they are hotter than any of you boys out there !!!!!!	I hope you love them - they're the most attractive boys out there!
I got porn even with Norton AntiVirus	Even with Norton AntiVirus, I am able to access pornography.
If she isn't interested, her loss.	If she is not interested, it is her loss.
you dont get it cause your blonde	You do not understand, because you are blonde.
Yeah, what's up with that do?	What is the reason for that style?
Look to see if the baby is drooling from both sides of his mouth.	Look to see if the baby is salivating out of both sides of his mouth.
why limit yourself to one thing.	Why limit yourself to one choice?
