Dont worry about him n just sonsentrate in school so you can lern n then woory bout yer b/f	Do not worry about him. Concentrate in school so that you can learn, then worry about your boyfriend later.
I dated one and I know.	I dated someone like that, so I know.
look at the way she walks.	Observe the way that she walks.
No (at least I hope not).	No, or any event I hope it is not so.
hello: i am looking to visit your country.	I would like to visit your country.
Overtime should I give him another chance?	Should I provide him with another chance at some point in time?
The same guy you wanna be in a relationship with?	Do you want to be in a relationship with the same man?
i went and there he was.	I went and there he was.
(that's what i called it).. but , why?	That is what I called it, but why?
that way you can still go by your last name!	That way you can still go by your last name!
both of u work hard to get it right!!	Both of you work hard to get it right!
i have told her i liked her and she said she would want to ruin or friendship.	I have told her that I liked her and she said she would not want to ruin the friendship.
you can join a community site with live chat and webcam chat	You can join a community site with live chat and webcam chat.
show her your naked baby pictures.	Show her your naked baby pictures.
Is very important to last at least 30-45 minutes!!!	It is very important to last at least thirty to forty-five minutes!
but I am not telling you to be celibate till then ;-)	But I am not telling you that you have to be celibate until then.
If he if flurting with her ok jump him .	If he is flirting with her, then okay, jump him.
I love curly hair I like to run my fingers thru it	I enjoy curly hair. I like running my fingers through it.
I want my wife to GROW too.	I want my wife to grow as well.
Well that is just the way it is I guess.	I suppose that is merely the way it is.
One girl Michelle, who probably wouldn't mind being named, spoke up and said she didn't believe in it.	One woman, Michelle, who most likely would not mind being named, said she did not believe in it.
I can just toss him to side and forget about him like last night's trash........LOL	I can simply stop caring about him and forget about him as though he meant nothing to me.
but he was a lil busy after that.	But he was rather busy after that.
I do not know what to do because she knows how much I care about him.	I do not know what to do because she knows how much I care about him.
If you do eat something like that then just quit.	If you do eat something like that, then quit.
it could be that u need to piss or the last dream u had	It could be that you need to urinate or a by-product of your last dream.
You know.......if he wants to wear my pants all he has to do is ask.......sheesh!	If he wants to wear my pants, he only has to ask.
If you were friends before and have stronger feelings now then it should be O>K>	If you were friends before and now have stronger feelings, then it should be alright.
and i want to try again.	Also, I would like to try again.
figure out what style of arrangements you would like and flowers.	Decide which style of arrangements and flowers that you would like.
Lie lie lie and then Lie some more	Lie, lie, lie and then lie some more.
Wait until you find that out for sure first and then go from there!	Wait until you find that out for certain and then move on from there.
If you two are at a dance, he shouldn't really care.	He should not care if you are at a dance together.
Trust him,  don't bring it up again.	Trust him and do not bring it up again.
honestly, most girls are just Waiting for the guy to Tell her how he truly feels.	Most women are waiting for a man to tell her his true feelings.
HELL YA I WOULD LOVE TO MEET THE LADYS!!	I would like to meet women.
I actually ponder this one now and again.	I frequently think about this issue.
i met this guy once, very romantic, i met him in this huge rainstorm.	I met a man one time in a huge rainstorm.  It was very romantic.
ok now some guy's like girls like that and some don't	Some men like women like that and some do not.
it comes right after threeplay and before fiveplay.	It comes between three-play and five-play.
When I fall in love, I feel stupid.	I feel senseless when I fall in love.
If you have to ask, then you are not in love.	You are not in love if you have to ask.
If you start to feel the it comming on then start the four play again.	If you begin to feel it happening, then start the foreplay again.
i don't understand someone please give me the answer	I do not understand. Someone please give me the answer.
i saved a good $500-600 doing my own flowers and it was no hassle at all.	I saved $500-600 by doing my own flowers and it was simple.
I JUST GOT A  DIVORCE AND SO DO DID HE.	I recently got divorced and so did he.
But ask a girl about the sympthoms because i'm a boy.	But ask a woman about the symptoms, because I am a man.
Be you show a little toghness thats what girls like atleast most of them but mostly be yourself	Be genuine for the most part, but show some toughness, as that is what most women appreciate.
follow ur heart... it's neva wrong	Obey your feelings, they are never wrong.
They bother U all day long.	They bother you all day.
See if he calls, e-mails or even cares.	See if he calls, sends an e-mail, or even cares.
you can do a civilian arrest  answ3r3r	You can do a civilian arrest answer.
a spasm in your back usually	Usually, it is a spasm in your back.
by now, you might love your wife for everything you guys have endured.	By now, you might love your wife after everything you have endured together.
GOOD LUCK AND I HOPE EVERYTHING GOES WELL!	Good luck, and I hope everything goes well!
say i love you and if the wait to say it back it tells it all	"Tell them ""I love you."" It will tell you everything, if they wait to say it back."
Try asking her out again and see what she says.	Attempt to ask her out again and notice her response.
;)  There is no way to make someone fall in love with you.	There is no way to make someone fall in love with you.
Ask her questions (don't just talk).	Ask her questions and do not monopolize the conversation.
When you first fall in love, your gitty, goofy, and silly happy just thinking about that person.	When you first fall in love, you become giddy simply thinking about that person.
And remember there is more then 1!	Remember, there is more than one.
i think they just look better than a whole lot of nations out there.	I think they look better than many of the nations that exist.
We got married all over again!	We got married all over again.
All in all I don't think it really matters.	All in all, I do not think it matters.
And Im sure as heck not driving 5 hrs just to hang out unless I really really like her.	I am sure not driving five hours to hang out unless I truly like her.
how often can you have sex with pam anderson?	How often can you have intercourse with Pam Anderson?
I told her that I loved her and truly meant it.	I told her that I loved her and I truly meant it.
think about what good it brought about.	Consider what good it brought about.
the thing is im a person that does not like to brake others heart.	The think is, I am a person that does not like to break people's hearts.
give a rose and express ur love	Giver her a rose and express your love.
I LIKE THICK BECAUSE I FEEL CHEATED WITH A THIN ONE!	I prefer a think one over a thin one.
Remember, TILL DEATH DO YOU PART!!	Remember, untill death do you part.
Bcozz we always find a life partner therfor we attract with opposite side	We will always find a life partner, that is why we usually attract someone with an opposite personality.
what the hell r ya talking abt?	What are you talking about?
IF YOU KEEP TALKING TO HIM FOR ANOTHER WEEK,HE MIGHT THINK HE IS MARRIED TO YOU.	If you have to keep talking to him for another week, he may think that you two are married.
women dont want much, just some acknowldgement and sometimes help.	Women don't need that much, just to be acknowledged and helped occasionally.
At least thats what it seems like to me.	It seemed like that to me anyway.
Don't be afraid to say no.	Do not be afraid to say no.
dump him...there are always more fish in the sea.	Let him go as there are always more fish in the sea.
TO ME IT REALY DOSE'NT  MATTER, BUT A HAND FULL IS QUITE ENOUGHT FOR ME.	It really does not matter, but I am fine with a handful.
choose the one that adores you the most!	Pick the one who loves you the most.
you still released at least a thousand!	You released a thousand.
You go to a bar and get drunk!	You can go to a bar and get intoxicated.
give it some time and thought.	Just give it some time and thought.
no u shouldnt leave them...just teach them what to do to please u better...	You should not leave them. Teach them what to do to please you better.
bembie hit the nail on the head	You are speaking the truth.
no.u guys kiss when ur ready	Kiss when you are ready.
haha julesac is funny, but mean.	Julesac is funny and mean.
If youre asking this, u surely have already distanced yourself from her and yet remaining a friend.	It seems that you have distanced yourself from her but are still friends.
DONT FORGET TO CHOOSE AND VOTE FOR BEST ANSWER!!!	Do not forget to choose, and vote for the best answer!
Dont try to figure it out thats jus the way it is.	Do no try to figure it out, that is just the way it is.
I dont know.But i know of another website that i go to..	I do not know. But I know of another website I visit.
OK IT DEPENDS ON HOW MUCH YOUR STARTING TO HAVE FEELINGS FOR THIS BOY!	Alright, it depends how much feeling you have for this man.
!he must be a control freak	He must be controlling.
IT ALL DEPENDS ON THE GIRL OR THE AND HOW INTERSTED THE GIRL IS IN THE GUY.	It all depends on how interested the woman is, in the man.
look, try and get out to meet people.	Try to get out and meet people.
usually it is multiple things not just one thing	Usually it is not just one thing, it is multiple.
if u really really really really really really like them	If you really admire them.
For the guys: (A) Do you prefer a bigger woman or a smaller woman?	This question is for the men.  (A) What size woman do you prefer?
If all you do is argue it's not worth it..	It is not worth it, if all you do is argue.
What makes it worse is that I already went out with him for four years!!!!	What makes it worse, is that I dated him for four years.
u just have to be patient and the right girl will come along.	The right woman will come along if you are patient.
unless you dont love your husband anymore and you have room for another man????	If you do not love your husband any longer, than move on and make room for another man.
wife because then you can do more with out comminting a sin	You can do more sexual things with your wife and it is not a sin.
She definitely wants you to think she's good looking, but she doesn't want that to be reason #1.	She does not want you to like her solely for her good looks.
Depends, some days I want to have sex, somedays I don't.	I want sex here and there.
plus they are more passionate in love makin.	Women are more passionate during sex.
If you play w/both at the same time, she will probably f-*# the sh%$ out of you!	If you play with both at the same time, she will probably have sexual intercourse with you.
Because he wouldn't work, hit me, used guilt trips, was a big mama's boy, etc.	Because he would not work, hit me, used guilt trips, and was a big mama's boy.
maybe because your the most beautiful girl they have seen.	Maybe because you are the most beautiful girl they have seen.
it really depends if someone is vain or not.	It really depends on if someone is vain or not.
someone i can be myself with.	I want someone that I can be myself with.
Send me your picture and contact me ..	Send me your picture and contact me.
Stay away from this guy friend.	Stay away from the guy-friend.
the doctor can't even believe it.	The doctor cannot even believe it.
yes for sure, especially when she throw up!!	Yes, especially when she vomited.
If not, then don't sweat it!	Do not sweat it.
i could give you some pointers.	I could give you some advice?
If you feel your love is fading, don't just sit there and do nothing!	If your love is fading, do something about it.
I will not stay with someone I don't trust.	I will not be with someone who lost my trust.
i only once told a girl that i loved her, and i meant it.	Only once have I told a girl that I loved her, and I meant it.
You married him and it was for a reason.	You married him for a reason.
Rip off your shirt and do a Tarzan yell.	You should rip off your shirt and do a Tarzan style yell.
Yes, girl down there, don't have sex.	Do not have sex.
they accept this in thier culture.	It is acceptable in their culture.
Always trail ride with a friend.	Always go with a friend.
you didn't give us very good information/  do you all live in one house.	You did not give us good information. Do you all live in the same house?
Move on - so what if he's hot...looks aren't everything.	Looks are not everything and you should move on.
lol  most important... just be yourself.	The most important thing is to be yourself.
yes be disappointed and be mad!!	Yes, be disappointed and be angry.
Sorry, I never have felt that way!	I am sorry but I have never felt that way.
i sure wont like any girl who would make my life difficult...	I sure would not like any woman who makes my life difficult.
Or if he gets them first, you get the popcorn.	Or if he gets the tickets, then you get the popcorn.
practice, ask if your doing good.	Practice, then ask how you are doing.
but if u are sure then first tell your parents if you havent done allready.	But, if you are sure then tell your parents first if you have not done so already.
well i met mine in a carnival.	I met mine in a carnival.
Sounds like a rhetorical question :)	It sounds like a rhetorical question.
WELL I BELIEVE EVERYBODY SHOULD KEEP THEIR OWN NAME.	I believe everybody should keep their own name.
but ur first kiss should feel like ur in hevan.	But your first kiss should feel like you are in heaven.
There is nothing but trouble there!	There is only trouble there.
How to make a woman happy  To make a woman happy....?	I would like to know how to make a woman happy.  Can you give me some advice?
dont do things tht can get you hurt.	Do not do anything that can hurt you.
i mean of course you will be making more money if you work hard.	Of course you will make more money if you work hard.
Please don't go up to her and tell her how good she looks.	Please do not go up to her and tell her how attractive she is.
I don't think it's good idea, u are not there for this purpose!	I do not believe that is a good idea, you are not there for that purpose.
go up to her and say 'hi, are you single?'	"Walk up to her and say ""Hello, are you single?""."
i think he would make a great valentine.	I believe that he would make a great Valentine.
Just be prepared to let her go.	You should be prepared to let her go.
rather than just sit there and wait till u are a good one.	Instead of just sitting there and waiting until you are a good one.
Just tell them, what are they gonna do, slap you??	Just talk to them, what are they going to do, slap you?
Get a massage..and get away from it all..hehe..	Get a massage, and leave it all, haha..
Well if u really like this guy smile and make nice talk with him.	Well, if you really enjoy this boy, smile and speak politely with him.
take them both out at the same time	Take both of them out at the same time.
it happened to me and i am now dating that person	It happened to me and I am now seeing that person.
only two points to make friends  1.	There are only two ways to make acquaintances.
so you might just be over looking the type of men who think the world of you..	You might be finished searching for the class of men that think the world of you.
Preferrably someone who doesn't hate you.	Preferably, someone who doesn't dislike you.
We tried to move on but it didn't work.	We attempted to move on, but it didn't occur.
WHEN WILL PEOPLE IN THIS EFFED UP WORLD FINALLY REALIZE THIS?!?!?!?!?!?!	When will people in this damaged world finally realize this?
I wouldn't bother calling him back.	I would not take the trouble to call him back.
Try not to hang out with him and find another guy.	Attempt not to spend time with him and search for another man.
look for another hot girl, so she will be jealous.	Search for another attractive woman and she will be jealous.
so in my opinon ur not a hoe!	Therefore, in my opinion, you are not promiscuous.
Red= love, black = death ect...	Colors have associations with feelings.
if she likes him than she dont like u dump her is not his fault that she strays	If she likes him over you, you should dump her. It is not his fault she is unfaithful.
for me anything after 3 days and i might start to forget about you.	If you do not contact me after 3 days, I might start to forget about you.
find a girl who has talets she also must be prety	You will find a girl who has talents and is attractive.
There no one you can trust more than a good friend !	There is no one you can trust more then a good friend.
start the day off with breakfast out...then perhaps a nice walk.	Start the day with breakfast and a good walk.
Then go pick them up (If she say yes).	If she says yes, pick her up.
If yes, why do I heard some girl said flowers ar not going to last?	Why do I hear some girls say that flowers are not going to last?
may be its interesting for them	It might be interesting for them.
could it ever be the same...	Could it ever be the same?
it's not that bad... at least it is not Bella	It is not that bad; at least it is not Bella.
Could it be because some men are liars and fat mouths??	Could it possibly be because some men are liars and big mouths?
Or you could tell her and have one of those fairy tale romances...	Or you could just tell her and then have one of those fairy tale romances.
FINALLY A CULTURE THAT HAS IT RIGHT.	Finally, a culture that has it correct.
my twin wont talk or listen to me	My twin will not talk nor listen to me.
want to get something you can not get rid of go ahead then	Go ahead and get something that you cannot get rid of.
Only I am not thinking about him but I am having dreams about him.	I am not thinking about him, but I am having dreams with him in them.
if ur talkin ten then i think it would be fine to get a video/ computer game.	I think it would be passable for you to get a video/computer game.
Go for it and take the chance!!!	You should go for it, and take the chance.
If he CAN'T then take him to a place where they have slowdances (dinner date, maybe?)	If he cannot, then take him to a place where they have music to slow dance to, or a dinner date.
i feel this is most beautiful in a family life.	I feel as if this is the most beautiful thing about family life.
IT'S YOUR CHOICE NOT TO  HATE ONE,  I DISLIKE THEM TO SAY THE LEAST.	It is your choice not to hate one. I dislike them, to say the least.
NEVER ever get married without a Prenup....	You should never get married without a prenuptual agreement.
Get a life and don't waste mine.	You should pursue an active life and not waste my time.
She says your too good for her?	Is she saying the thinks you are too good for her?
Guys come & go, but friends are forever!	Relationships with men end, but friends are forever.
it could probably mean a lot of things.	It could mean any number of things.
yes it is normal cause their is lots of people who still likes some they broke up with.	It is normal, because there are a lot of people who still like someone that they broke up with.
I`d like to see what a black female has to say about this.	I would like to see what an African-American has to say about this.
guys are stupid!who knows why they do what they do.	Men are daft, who knows why they do what they do.
well if they gave you their phone number you dont have to wait at all	You do not have to wait at all, if they gave you their phone number.
cause were masters of the universe...	Because we were, Masters of the Universe.
I'm in love and don't care who knows it Buddy the Elf.	I am in love and I do not care who it, Buddy the Elf.
And whatever you do, don't try to have both of them at once.	Do not try to have both of the at once, no matter what.
if you really wanted to be with him, you wouldn't be asking.	If you truly wanted to be with him, you would not have to ask.
Remember being friends with someone online is ok but there are limits.	Remember, being friends with someone online is okay, however, there are limits.
when my sis kisses someone she closes her eyes to get ready.	When my sister kisses someone, she closes her eyes to get prepared.
Now me, I wouldn't marry any women who didn't want to change her name, but that is just me.	Now me, I wouldn't marry any woman who didn't want to change her name, but that is just me.
Umm small party for the family	Small party for the family.
girls are perverts they just hide it and act like it around other girls secretly	Girls are perverts, they just hide it and act like it around other girls secretly.
and im only in  fith grade o ya!	I'm only in fifth grade.
But you do what you want.	But you do what you want.
Don't do that, it won't work.	Do not do that, it will not work.
If they don't, it's time to move on.	It is time to move on if they do not.
He everything I ever wanted with the looks, money, stuff.	He has everything that I could ever want, handsome, financially secure, etc.
Yes, and it is bad luck to see the bride at the wedding.	It is bad luck to see the bride before the wedding.
Nope, she is not a liar.	No, she isn't lying.
SHUT THE HELL UP AND BE GAY IF YOU WANT TO!!!	Be quiet, and live the truest version of yourself.
and he had his nose pierced.	He has his nose pierced.
yup, i can lift him, he's only 185....lol	I can't lift him, and he is only 185 pounds.
you need a therapist for that.	You should have a therapist for that.
Maybe some perverted guys like the really young looking asian girls	Perhaps some vulgar young men enjoy the younger asian ladies.
You should go see a shrink!	You should make an appointment with a therapist!
Giving you stupid excuses of the wall!Acting the way he didn't before!	Giving you ridiculous excuses, off of the wall! Acting differently than he did before!
Be strong, and hang in there.	Be tough and hang in there.
Nope, he's too darned big and I'm too darned weak!	Absolutely not, he is too hefty and I am undesirably frail.
Basically if she is so drunk that she becomes a slob / or slut then yes it is unattractive...	Basically, it is very unattractive if she is so inebriated that she becomes a promiscuous ragamuffin.
Exchange letters, e-mails, chat online, talk over the phone, send packages...  Just keep in touch!	Keep in touch by exchanging letters and emails, enjoy online chats and phone calls, and even sending each other packages.
Especially if you don't feel like it.	You do not have to especially if you do not feel like it.
he dribbles... he shoots... he scores... 2 points...	He dribbles, shoots, and scores two points.
Giving it up just for him to stick around is like selling your soul to the devil.	Giving it up just for him to stay with you is like selling your soul to the devil.
I cant give you a wife view but hopefully mine is just as good.	I cannot give you a wife view, but hopefully mine is just as good.
plus it takes the pressure off of me to ask someone...	It also takes the pressure off of me to ask someone.
Depends on the woman, it's better shaved=-)	It depends on the woman, but it is better shaved.
ask in english terms...cannot understand you	Please ask the question in English; I am unable to understand you.
hey, I'm a guy, but i'll tell you a little.	Hello, I am a male, but I will tell you a little bit.
i like him alot and i want to win him over not push him away.	I do like him a lot and I want to win him over, not push him away.
Ok Like I really really really like this guy and I dont know if he likes me back.	I like this man; however, I am uncertain whether he also likes me.
btw - ur avatar looks familiar.	Your avatar looks familiar to me.
It's been over 6 months & I can't seem to get over it.	I just cannot seem to move on even after six months.
maybe he thinks he will  be turned down.just ask...i would.	Perhaps he is concerned about rejection, and you should act as I would, which is to ask.
You gotta think about that and that should help you out on seeing if you can trust him!	You must think about that, which should help you decide whether you can trust him.
A picture the shape of a heart with you and her when you both first dated....thats special	A picture of the shape of a heart with you and her when you both first dated, that is special.
i am in college and he is my only sourse of income until i get out.	I am in college and he is my only source of income until I graduate.
listen it aint that easy.I got with my ex-boyfriend in 2nd grade,then again in 4th,and again in 8th.	Listen, it is not easy because I got with my ex-boyfriend in 2nd grade, 4th grade, and 8th grade.
i've been with this girl for 8 months and we haven't kissed is this bad?	I have been with this girl for 8 months and we have not kissed, is that bad?
Some guys don't like boobs at all!	Some guys do not like breasts at all.
or that she just wants to see other people?	Or that she just desires to go out with other people?
And hes seen me every day for about 4 or 5 years!	And he has seen me every day for approximately four or five years!
there was his stop so he got off the train.	There was his stop so he left the train.
I mean the worst -the absolute worst - is that she says no.TAKE A CHANCE & GOOD LUCK!	You should take a chance because the worst outcome is that she says no.
But, I know exactly what I want in a relationship.	I know, however, what I want in a relationship.
i would flirt and send flowers and candies to my self and then he would ask u out sometime	Consider flirting and sending flowers and candies to yourself, and he may then ask you out.
I also hate seeing my dad unhappy.	Also, i dislike it when my father is unhappy.
I feel bad because I know that I snore sometime -- most people do, right?	I feel bad because I know that I do snore sometimes. Don't most people?
i like sos and need to know if im in love	I like Scott and need to know if I am in love.
If you guys TRUELY love each other then u can work out all the fighting etc.	If the two of you truly love each other, then you can work out all of your disagreements.
because neither of you have the guts to call it quits	Because neither one of you have the guts to call it quits yet.
However that does not mean that big girls can't be cute.	However, that certainly does not mean that big girls can't be cute.
But he is getting married this month.	He is getting married this month.
But those guys are jerks and you don't want them anwyay.	Those men are dolts and you do not want them anyway.
SAY WILL U GO OUT WITH ME!!!!!!!!	"Just ask, ""Will you go out with me?"""
and get married only after you've been with a guy for more than 2 years.	Get married only after you have been with a man for more than two years.
Man has penis and woman has clitoris.	A man has a penis, and a woman has a clitoris.
SEPERATE THE BAD THING AND MOVE ON!	You need to seperate the bad thing and move on.
(It would be easier to do if I were mad, though!!	If I were mad, it would be easier to do.
If she will tell the administration i will be expelled coz its pakistan not america	If she tells the admininstration, I will be expelled because it is Pakistan, and not America.
you should get to know her and sooner or later you will ask her out or she will.	You should get to know her, and one of you will ask the other out.
Like I said; he already knows that you like him, so just take a deep breathe and ask him.	Like I said, he already knows that you like him, so just take a deep breath, and ask him.
Maybe you and I can get together sometime & we'll find love with one another.	Maybe you and I can gt together sometime.  Perhaps even find love in one another.
I would be, but I'm just married !	I would be, but I am married.
Play the field a bit now.	Play the field a little bit.
As everyone said... dont get married so early.	As everyone said, don't get married so early.
just want to know HAVE YOU BEEN TO THE DOC YET !	I just want to know, have you been to the doctor yet?
Pay Attention to what the other person says!	Pay attention to what the other person says.
Just Talk your spouse about this	Simply communicate with your spouse about this.
if you are into sixth graders you are obviously young.	If you are interested in sixth graders, you are obviously young.
