he's telling that to some gurls too... he's a womanizer..	He is stating that to some women as well. He is a Lothario.	He is a womanizer and has been telling that to some young woman.	He is telling that to some other girls as well.	He is telling that to some girls too because he is a womanizer.
DROP HIS BUTTT, THERE ARE PLENTY OF FISH IN THE SEA OF AMORE:0)	Leave him, there are plenty of men out there.	Break up with him. There are plenty of fish in the sea.	Reject him. There are many options for romantic partners.	You need to leave him; There are plenty of people to find while looking for love.
I know because I am just like your wife.	I know this because I have a similar personality to your wife.	I know, because I am like your wife.	I know because I am exactly the same as your wife.	I am aware because I am just like your wife.
when she calls, text her back	When she calls, text her back instead.	When she calls, you should text her back.	When she telephones, respond with a text message.	When she calls you, send her a text message back.
No way im 5`4 and he`s 6`2	No, I am 5ft 4inches and he is 6ft and 2inches.	"No way, I am only 5'4"" and he is 6'2""."	Not at all. I am five feet four inches tall and he is 6 feet 2 inches tall. `	No chance, I am five feet four inches tall and he is six feet two inches tall.
Dont you know the number one rule, Trust No One.	Don't you know the cardinal rule is to never trust anyone?	You do not know the first rule, trust no one.	Do you not know the most important rule? Trust no one.	Do you not know that the number one rule is to trust no one?
we've tried breakin up a couple times but it never happens.	We have tried to break-up a couple of times, but it does not happen.	We've attempted to end the relationship on several occasions however we never succeed.	We've tried to break up several times, but we can never manage to make it stick.	We have tried breaking up a couple of times but it never happens.
Oh and some because theyre thin and skinny and nowadays anorexic girls are a turn on.	Also some who are thin and skinny because these days anorexic girls are attractive.	Oh, and a portion due to them being slender and slim and these days young women suffering anorexia are sexually exciting.	Some people are attracted to thin and skinny people because the anorexic look is in.	Oh and some because they are thin and skinny, and these days anorexic girls are a turn on.
if u have penis than its no problem u just hv to  penitrate her pussy with ur errect penis.	You would use your erect penis to penetrate her vagina.	Given that you possess male genitalia, it isn't an issue. You are simply required to insert your engorged member into her vagina.	If you have male genitals, then it shouldn't be a problem, just penetrate her genitals when you become erect.	If you have a penis then it is no problem; you just have to penetrate her vagina with your erect penis.
in that case tkake some defense classes.	In that case, you should take some defense classes.	In such a circumstance, enroll in some self-defense courses.	May I suggest taking some self defense classes?	In that case, take some self defense classes.
I just got out of a 3 yr relationship with my baby's father.	I just ended a three-year relationship with the father of my baby.	I just escaped a three-year romance with the father of my newborn.	I just left a three year relationship with my child's father.	I just got out of a three year relationship with my baby's father.
what happened when the politician took viagra?	What happened when the politician ingested viagra?	Want to hear a bad joke?	What happened to the politician when he took Viagra?	What happened when the politician took Viagra?
Hi, my name is xxxxxx  Been working for me for years.	Hello, my name is xxxx has been working for me for years.	I have been working for years.	Hi my name is going to remain anonymous, but I have been working together with this person for years.	"Hello, my name is ""xxxxxx"" and it has been working for me for years."
i can onli say...women r complicated...	I can only state that women are complicated.	Women are coomplicated.	I just feel that woman are complicated.	I am only able to say that women are complicated.
We like soft approch and a lil bit of chasing.	We enjoy a gentle approach and a tiny bit of chasing.	We like a soft approach with a little chasing.	We like to be approached softly, with some slight chasing.	We like a soft approach and a little bit of pursuing.
you would be genuinly suprised in the type of people that go to them.	You would actually be surprised at the kind of people that go to them.	You would be suprised at the type of people that are interested in them.	You would very surprised to see the type of people that are attracted to him.	You really would be surprised by the types of people who go to them.
it is very fun and enjoyable especially when you meet each other after texting a few months	It is invigorating, especially when you meet each other again after texting for several months.	It is very enjoyable, especially when you meet each other after exchanging text messages for a few months.	It is very enjoyable, especially when you finally meet after texting for a few months.	When you meet each other after texting for a few months, it can be very enjoyable.
Hey, I'm in NYC I'll help you out if your around!	I am in New York currently, I'd love to show you around if you'd like.	I am in New York City. I will help you if you are nearby.	I am in New York City and will help you out if you are around.	Hello, I am in New York City, I will help you out if you are available.
Sounds strange but it worked in about 3-5 days for me!	It sounds strange, but it worked in 3-5 days.	It sounds strange but it worked in about three to five days for me.	It sounds strange but it worked in three to five days for me.	It sounds strange, but it worked for me, in about three to five days.
Don't worry, I aint working with much either.	Don't worry, I don't have that many option myself.	Do not worry, I do not have much to work with either.	Do not worry as I am not working with much either.	Do not worry, I am not working with much either.
why does it matter what they think if they dont get along dont spend time togather.	Why does it matter what the think, if they don't even take the effort to get along or spend time together?	Why does their opinion matter? If they do not get along, then do not spend time together.	If they do not get along, then do not spend time with them and do not worry what they think.	If they do not get along, then they should not spend time together.  Why does it matter what they think?
if he is then you have a good man.	You have a good man, if he is.	Should he behave as such, you are in possession of a quality male!	If he is, then you have a wonderful partner.	If he is, then you have a good man.
If He Likes You, You'll Know!	You will know if he is attracted to you!	If he has affection for you, you will be aware!	If he is interested in you, you will just know.	If he likes you, you will know it!
i guess its normal, but id just move on	I suppose it is normal, but I would just move on.	I imagine it's common, however, I'd simply proceed.	I guess that it is normal, but I would move on.	I guess it is normal but I would just move on.
The rest is easy from there!!	From there, the rest is easy!	The remainder is simple from this point forward!	The rest becomes easy after this.	The rest is easy from there.
I like any guy that is funny.	I am attracted to any man that is funny.	I am fond of all gentlemen with a sense of humor.	I like a man who is funny.	I like any guy that has a sense of humor.
Girl only you can decide on this...	Only you can decide on this, woman.	Young lady, you are the singular person capable of rendering this decision.	Only you can decide on this issue.	You are the only one who can make this decision.
Why do you ask this question??????????????	Why do you ask this question?	What's the reason for posing the query?	Why are you asking me this question?	Why did you ask this question?
do go telling everyone just because you think thats right.	Do not go telling everyone, just because you think that is the right thing to do.	Proceed to inform all simply due your belief that it is correct to do so.	Do not tell everyone, just because you think it is right.	Don't just spill everything because you think it is right.
10 years gap is just nice.	A ten-year gap is just nice.	Ten years' separation is simply appealing.	!0 years is a nice age gap.	A ten year age gap is nice.
Then if he still doesn't like you, then move on.	Then move on if he still does not like you.	After that if he still does not like you, then you need to move on.	Then if he still does not like you, move on.	If he still does not enjoy your company, move on.
ok i see him ever week in psr but i just cant talk to him!!!	I see him every week but I just cannot talk to him.	Even though I see him each week in PSR I can not find the courage to talk to him.	Okay, I see him every week in PSR, but I just cannot talk to him.	Okay, I see him every week in PSR, but I just cannot speak to him!
Beacuse they feel insecure with less educated guys..........	That is because they feel insecure with less educated men.	Because they feel less secure with men who are less educated.	They feel insecure around less educated men.	Because they do not fell secure with uneducated men...
For one thing if it doesn't work out there goes your job.	For one thing, there goes your job if it does not work out.	One reason is that if it does not work out you could lose your job.	For one thing, if it does not work out, then there goes your job.	For one thing, if it does not work out, you lose your employment.
And I hope to God it doesn't ever pass!	And I just pray that it never passes!	Also I pray that it does not ever pass.	I hope that it does not ever pass.	I hope to the Creator it does not ever pass!
Only the ones that aren't worth your time	It is only the ones that are not worth your time.	Only the ones that are not worth your time.	Avoid the ones that are not worth your time.	Only the ones that are not worth your time.
smaller of course, and it is all about LOOKS!!	Smaller, of course, and it is all about looks!	Smaller of course, and it is all about how they look.	It is about the looks.	Smaller of course and it is all about attractiveness.
You guys don't have any reason to hate each other.	You guys do not have any reason to hate each other.	You guys do not have any reason to hate one another.	There is no reason for you two to dislike each other.	You all do not have any excuse to dislike each other.
If you don't you'll always wonder.	If you do not, you will always wonder.	If you do not. You will always wonder.	If you don't ask the question, you will always wonder about the answer.	If you do not you will always wonder.
Some people choose not to because of thier religion, others don't.	Some people choose not to due to their religion, others do not.	People choose not to because of their religion, while others do not.	Some people choose not to do that because of their religion.	Some people choose not to because of their religion and others do not.
give it a chance because if you break up with them it would be harder to be friends	Give it a chance, if you break up with them it will be harder to remain friends.	Give it a chance, because if you break up with them it would be harder to be simply friends.	You should give it a chance.  If you end up breaking up with that person, it will be harder to be friends with them.	Give it a chance because if you break up with them it will be harder to be friends.
The Best of Luck to ya!	Best of luck!	Best of luck to you.	I wish you the best of luck!	I wish you the best of luck.
Men who were not ready to committ.	Men who were not ready to commit.	Men who were not ready to commit.	I do not like being with men who are not ready to commit to a relationship.	That was men who were not ready to commit.
this is a big day in both of your lives, it shouldnt be done quickly and without thought.	This is a big day in both of your lives and it should not be done quickly and without thought.	It is a big day in both of your lives, it should not be done quickly or without thought.	This is an important day in both of your lives. It should not be done hastily or without consideration.	This is a big day for both of you, don't be so rash in you decisions.
i'm 55 years old and still live at home with my mammy,whats wrong with that!!!!	I am fifty-five years old and still live at home with my mother, what is wrong with that?	I am 55-years-old and still live at home with my mother. What is wrong with that?	I am 55 years old and continue to live at home with my mother. What is wrong with that?	I am 55 years old, and am still living with my mother, why is that wrong?
one man willing to move 21 hours/1,400 miles just to be with me.	One man willing to move twenty-one hours and fourteen hundred miles just to be with me.	I want one man willing to move 21 hours and 1,400 miles away to be with me.	One man is willing to move 21 hours or 1,400 miles simply to be with me.	I have a man willing to move 1400 miles to be with me.
I must not be ugly enough then	I must not be unattractive enough.	I must not be unattractive enough, then.	I must not be unattractive enough in that case.	I must not be hideous then.
but thats ok. im a GIVER.WINK, WINK.	That is alright, I am a giver.	That is alright. I am a giver.	However, that is fine. I am generous, if you understand my implication.	That is okay, I am generous.
well depend on women wot she want	It depends on what the woman wants.	Well, it depends on the woman. What does she want?	Well, the dependence is in the woman's camp. What is it she prefers?	It depends on the woman and what she wants.
REMEMBER IT TAKES TWO NOT ONE	Remember that it takes two, not one.	Remember: it takes two, and not one.	Don't forget, it requires a pair, as opposed to a single.	Remember that it takes two, not only one.
if he really didn't like her and did like you, then he would have already dumped her for you.	If he did not like her and likes you, then he would have already broken up with her for you.	He would have dumped her for you, if he really preferred you over her.	If his affections tended away from her and toward you, he likely would've terminated the romance to be with you.	If he really liked you instead of her, he would have broken-up with her to be with you already.
hang around untill the bar closes -- or visit a prison	Remain until the tavern closes, or visit a prison.	Hang around until the bar closes, or visit a prison.	Remain on the premises to the point in which the saloon shuts it doors for the day -- alternatively, stop by a penitentiary.	Stay around until the bar closes, or visit a prison.
PLEASE DONT MISS OUT ON THIS ONE !!	Please do not miss out on this one.	Please do not miss out on this one!	Be so kind as to refrain from neglecting this event!	Please do not miss out on this one.
Because believe it or not, women hate cocky men.	Because, believe it or not, women hate cocky men.	Women do not like men who are cocky.	Because, believe it or not, women dislike cocky men.	Because, believe it or not, women dislike men with big egos.
But stick with wats inside of u.	Stick with what's inside of you.	Stick with what is inside of you.	Stick with what is inside of you.	You should stick with what you feel inside.
Hell, it happened to me twice.	It happened to me twice.	It happenned to me, twice.	Well, it happened to me two times.	Sadly it happened to me twice.
Maybe your young, I don't know.	Maybe you're young, I don't know.	Maybe you are too young.	Maybe you are young, I do not know.	I do not know, perhaps you are young.
No matter what he says, Action speaks louder then words	No matter what he says, actions speak louder than words.	Actions are better then words.	No matter what he says, actions speak much louder than words.	Regardless of what he says, actions speak louder than words.
aint nothing in the world like a big boned gurl!	I like a big boned girl.	There is nothing in the world like a big-boned woman!	There is nothing in this world like a big-boned girl.	There is nothing in the world like an obese woman.
( even if he  is rich, dont sell ur self.	Do not sell yourself, even if he is rich.	Do not sell yourself, even if he is rich.	Even if he is rich, do not sell yourself.	Do not sell yourself, even if he is wealthy.
just moved to Sacramento, Gay male, 30	I just moved to Sacramento. I am a homosexual male, age 30.	I am a gay male, aged thirty, and I just moved to Sacramento, CA.	I just moved to Sacramento and am a thirty-year-old gay male.	I am a thirty-year-old homosexual man who recently moved to Sacramento.
the people who are around you now, like your friends, should like you no matter what!	The people around you, including friends, should like you for who you are.	The people who are around you now should like you no matter what, especially your friends!	The people such as your friends who are around you now should like you regardless.	The people who are near you now, such as your friends, should like you no matter what.
cuz they like the little titis and pussys	They like tiny women.	Because they like small breasts and vaginas.	Because they like the breasts and genitals.	Because they like the small breasts and genitalia.
Wait til you get older and if you both STILL feel the same way then go for it!	Wait until you are older, and if you have the same feelings then you should go for it!	Wait till you are older and then if you both still feel the same you can go for it.	If you both feel the same way when you are older, then go for it.	You should wait until you are both older and if you still feel the same way then pursue it.
yes im not one of those people but i know there are lots of them	I am not that type of person, however I know plenty of people like that.	Yes, I am not one of those people but I know there are many of them around.	I am not one of those people; but, I know there are plenty of them.	Yes, although I am not one of those persons, I do know that there are a lot of them.
No, not if you have to ask...	If you have to ask, then that is a negative.	No, it is not if you have to ask.	"I would assume ""no"", especially since you have to ask."	No, not if you need to ask.
and you want to suck another man's D**K???	You want to be together with someone else?	And you want to give oral sex to another man?	You want to suck another man's phallus?	You want to have oral sex with another man?
coz they are girls man and they are not as sofisticated as we are !	They are woman enough for a man, but they aren't as sophisticated as us.	It is because they are girls and not as sophisticated as we are.	I like to think that women are not as sophisticated as we men are.	Because they are girls and they are less sophisticated than we are.
'...does this mean he likes me?.	Does this mean that he likes me?	Does this mean that he is attracted to me?	Does this mean he likes me?	Does this mean that he is interested in me?
Dont worry about him n just sonsentrate in school so you can lern n then woory bout yer b/f	Do not worry about him. Concentrate in school so that you can learn, then worry about your boyfriend later.	Do not worry about him. Just concentrate on school; learn and then worry about your boyfriend.	Do not worry about him, just focus on school so you can learn.	Don't worry about him, concentrate on your classes, and you boyfriend.
I dated one and I know.	I dated someone like that, so I know.	I know, because I dated one.	I know because I dates someone like that.	I dated someone like this, so I understand.
look at the way she walks.	Observe the way that she walks.	Look at the way that she walks.	Look at the way she walks.	See the way that she walks.
No (at least I hope not).	No, or any event I hope it is not so.	The answer is no, I least I hope not.	No, I certainly hope not.	No (at least I am hoping not).
hello: i am looking to visit your country.	I would like to visit your country.	Hello, I am looking forward to visiting your country.	Hello, I am interested in visiting your country.	Hello, I desire to visit your country.
Overtime should I give him another chance?	Should I provide him with another chance at some point in time?	Should I give him another chance, overtime?	Over time, should I give him another chance?	Over time, should I allow him another chance?
The same guy you wanna be in a relationship with?	Do you want to be in a relationship with the same man?	Is he the same man that you wanted to be in a relationship with?	Is that the same man you want to have a relationship with?	The same man you desire to be in a relationship with?
i went and there he was.	I went and there he was.	I traveled there and he was present.	I went, and there he was.	I went and he was there.
(that's what i called it).. but , why?	That is what I called it, but why?	That's the name I applied to it. For what reason, though?	That is what I had called it, but why?	Why did you call it that?
that way you can still go by your last name!	That way you can still go by your last name!	By doing so, you're still able to retain your surname.	That way you will still be able to use your last name.	That way you can still go by your last name.
both of u work hard to get it right!!	Both of you work hard to get it right!	You two individuals toil rigorously to achieve accuracy!	Both of you have worked hard to make it right.	Both of you have to work hard to get it correct.
i have told her i liked her and she said she would want to ruin or friendship.	I have told her that I liked her and she said she would not want to ruin the friendship.	I've previously communicated my affection to her and she expressed her concern about damaging our relationship as friends.	I have told her that I like her but she said she would not want to ruin our friendship.	I did tell her that I like her and she said that she liked me also.
you can join a community site with live chat and webcam chat	You can join a community site with live chat and webcam chat.	You can join a community that has live and webcam chat.	You can join a community site with live chat and webcam chat.	You can join a community website with live chat and webcam chat.
show her your naked baby pictures.	Show her your naked baby pictures.	Show her your naked baby photos.	Show her your naked baby pictures.	Show her your nude infant photographs.
Is very important to last at least 30-45 minutes!!!	It is very important to last at least thirty to forty-five minutes!	It is very important to last at least 30 to 45 minutes.	It is very important to last at least 30-45 minutes.	It is very important to last between thirty and forty-five minutes.
but I am not telling you to be celibate till then ;-)	But I am not telling you that you have to be celibate until then.	However, I am not telling you to be celibate until that time!	But, I am not telling you to be celibate until then.	But I am telling you to be celibate until then.
If he if flurting with her ok jump him .	If he is flirting with her, then okay, jump him.	It is okay to jump on him if he is flirting with her.	If he is flirting with her, then gang up on him.	If he is flirting with her, then attack him.
I love curly hair I like to run my fingers thru it	I enjoy curly hair. I like running my fingers through it.	I adore curly hair as I favor running my fingers through it.	I love to run my fingers through curly hair.	I love curly hair. I like to run my fingers through it.
I want my wife to GROW too.	I want my wife to grow as well.	I desire my wife to grow as well.	I want my wife to grow also.	I want my wife to grow up, too.
Well that is just the way it is I guess.	I suppose that is merely the way it is.	Well, that is simply the manner it is done, I suppose.	Well, I guess that is just the way it is.	Well, that is the way it is, I suppose.
One girl Michelle, who probably wouldn't mind being named, spoke up and said she didn't believe in it.	One woman, Michelle, who most likely would not mind being named, said she did not believe in it.	One female, Michelle, who most likely would not being mentioned, stated that she did not believe in it.	One girl named Michelle, who probably does not mind being named, spoke up and said she did not believe in it.	One girl, Michelle, who likely would not mind being named, spot up and said she did not believe in it.
I can just toss him to side and forget about him like last night's trash........LOL	I can simply stop caring about him and forget about him as though he meant nothing to me.	I can simply ignore him and forget about him similarly to the previous night's garbage.	I can just toss him to the side like trash and forget about him; but I am joking.	I can toss him to side and forget about him like last night's trash.
but he was a lil busy after that.	But he was rather busy after that.	He was busy after that time.	He was a little busy after that.	However, he was a little busy afterward.
I do not know what to do because she knows how much I care about him.	I do not know what to do because she knows how much I care about him.	I don't know what to do about it, she knows I care about him so much.	I do not know what to do because she knows how much I care for him.	She knows how much I care about him, so I do not know what to do.
If you do eat something like that then just quit.	If you do eat something like that, then quit.	If you eat something similar to that, then you should quit.	If you do eat something like that then you should just quit.	Just quit if you do eat something like that.
it could be that u need to piss or the last dream u had	It could be that you need to urinate or a by-product of your last dream.	It could be that you need to use the bathroom, or had a dream about it.	It could be that you need to urinate or it could be the last dream that you had.	It could be that you need to use the restroom, or perhaps the last dream you had was the cause.
You know.......if he wants to wear my pants all he has to do is ask.......sheesh!	If he wants to wear my pants, he only has to ask.	If he wanted to wear my pants, all he would have to do is ask.	If he wants to wear my pants all he has to do is ask.	You know, if he wants to wear my pants, then all he has to do is ask me. Sheesh!
If you were friends before and have stronger feelings now then it should be O>K>	If you were friends before and now have stronger feelings, then it should be alright.	If you were friends before and have stronger feeling now, then it should be okay.	If you were friends before and you have stronger feelings now, then it should be okay.	If you were friends before and have stronger feelings now, then it should be okay.
and i want to try again.	Also, I would like to try again.	I want to try again.	I want to try again.	I want to try again.
figure out what style of arrangements you would like and flowers.	Decide which style of arrangements and flowers that you would like.	Figure out what kind of flower arrangements you would like.	Figure out what style of arrangements and flowers you like.	Figure out what style of arrangement you would like and flowers.
Lie lie lie and then Lie some more	Lie, lie, lie and then lie some more.	Deceive and mislead and then fabricate some more.	Lie, lie, lie and then lie some more.	Lie, and then lie some more.
Wait until you find that out for sure first and then go from there!	Wait until you find that out for certain and then move on from there.	First, wait until you find that out for sure and then go from there.	Wait till you find out for sure, then go from there.	Wait until you find out and confirm, then go from there.
If you two are at a dance, he shouldn't really care.	He should not care if you are at a dance together.	He should not care if the two of you were at a dance.	He should not really care, if you two are at a dance.	If you two are at dance class, it shouldn't matter.
Trust him,  don't bring it up again.	Trust him and do not bring it up again.	Trust him and do not bring it up again.	Trust him, and do not bring the matter up again.	Trust him, and don't bring the topic up again.
honestly, most girls are just Waiting for the guy to Tell her how he truly feels.	Most women are waiting for a man to tell her his true feelings.	Honestly, most women are waiting for the man to tell her how he truly feels.	Honestly, most women are just waiting for the man to tell her how he truly feels.	Most women are waiting for a man to tell her what he truly feels.
HELL YA I WOULD LOVE TO MEET THE LADYS!!	I would like to meet women.	Of course I would love to meet women.	Yes, I would love to meet the ladies!	I would love to meet more women.
I actually ponder this one now and again.	I frequently think about this issue.	I actually ponder this one every once in awhile.	Now and again, I actually ponder this one.	I actually think about this occasionally.
i met this guy once, very romantic, i met him in this huge rainstorm.	I met a man one time in a huge rainstorm.  It was very romantic.	I met a man in a rainstorm, it was very romantic.	I met a very romantic man in a large rainstorm.	I became acquainted with a gentleman one time, romance galore. We first met amidst this incredible rainstorm.
ok now some guy's like girls like that and some don't	Some men like women like that and some do not.	Some men prefer women like that, and some do not.	Some men like women who behave that way and others do not.	All right, presently certain men like women of that type and others, not as much.
it comes right after threeplay and before fiveplay.	It comes between three-play and five-play.	It comes after three play and before five play.	It comes after three-play and before five-play.	"It takes place subsequent to ""threeplay"" and prior to ""fiveplay."""
When I fall in love, I feel stupid.	I feel senseless when I fall in love.	When I fall in love, I feel stupid.	I feel foolish when I fall in love.	On occasion I'm in a romance with someone, I suffer embarrassment.
If you have to ask, then you are not in love.	You are not in love if you have to ask.	If you have to ask, then you are not in love.	If you must ask, then you are not in love.	Should a query be required, the message is that I've not fallen in love.
